,GROUP_SET,TEAM_ID,TEAM_NAME,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
156,Overall,1610612756,Phoenix Suns,2016-17,82,24,58,0.293,3966.0,3270,7260,0.45,615,1854,0.332,1676,2159,0.776,976,2712,3688,1604,1265.0,673,399,435,2030,1822,8831,-462.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
157,Overall,1610612756,Phoenix Suns,2017-18,82,21,61,0.256,3941.0,3153,7141,0.442,763,2286,0.334,1453,1962,0.741,842,2776,3618,1743,1289.0,569,370,488,1807,1715,8522,-768.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158,Overall,1610612756,Phoenix Suns,2018-19,82,19,63,0.232,3976.0,3289,7164,0.459,790,2400,0.329,1447,1858,0.779,748,2563,3311,1957,1279.0,735,418,411,1932,1694,8815,-766.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
159,Overall,1610612756,Phoenix Suns,2019-20,65,26,39,0.4,3135.0,2650,5709,0.464,727,2061,0.353,1289,1560,0.826,637,2163,2800,1766,980.0,507,261,367,1439,1485,7316,-89.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160,Overall,1610612757,Portland Trail Blazers,2012-13,82,33,49,0.402,3971.0,3009,6715,0.448,673,1904,0.353,1304,1680,0.776,874,2474,3348,1784,1203.0,538,353,359,1518,1537,7995,-260.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,Overall,1610612757,Portland Trail Blazers,2013-14,82,54,28,0.659,3971.0,3207,7134,0.45,770,2071,0.372,1569,1926,0.815,1022,2786,3808,1904,1125.0,454,387,304,1576,1698,8753,327.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,Overall,1610612757,Portland Trail Blazers,2014-15,82,51,31,0.622,3971.0,3175,7049,0.45,807,2231,0.362,1272,1589,0.801,879,2881,3760,1799,1117.0,525,372,297,1494,1534,8429,347.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
163,Overall,1610612757,Portland Trail Blazers,2015-16,82,44,38,0.537,3961.0,3167,7040,0.45,864,2336,0.37,1424,1889,0.754,948,2782,3730,1748,1200.0,562,380,424,1782,1597,8622,68.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
164,Overall,1610612757,Portland Trail Blazers,2016-17,82,41,41,0.5,3986.0,3243,7059,0.459,852,2272,0.375,1513,1940,0.78,830,2750,3580,1733,1126.0,574,408,431,1736,1624,8851,-43.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165,Overall,1610612757,Portland Trail Blazers,2017-18,82,49,33,0.598,3951.0,3222,7132,0.452,845,2308,0.366,1372,1715,0.8,835,2893,3728,1599,1109.0,573,423,418,1599,1564,8661,213.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
166,Overall,1610612757,Portland Trail Blazers,2018-19,82,53,29,0.646,3971.0,3470,7427,0.467,904,2520,0.359,1558,1914,0.814,967,2968,3935,1887,1135.0,546,413,420,1669,1699,9402,344.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,Overall,1610612757,Portland Trail Blazers,2019-20,66,29,37,0.439,3178.0,2763,5998,0.461,829,2228,0.372,1145,1434,0.798,666,2335,3001,1333,858.0,401,411,331,1412,1302,7500,-106.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
168,Overall,1610612758,Sacramento Kings,2012-13,82,28,54,0.341,3966.0,3086,6904,0.447,610,1681,0.363,1437,1869,0.769,943,2385,3328,1708,1199.0,671,342,517,1717,1636,8219,-400.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,Overall,1610612758,Sacramento Kings,2013-14,82,28,54,0.341,3966.0,3026,6766,0.447,491,1475,0.333,1698,2237,0.759,990,2656,3646,1547,1249.0,587,318,459,1849,1897,8241,-238.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170,Overall,1610612758,Sacramento Kings,2014-15,82,29,53,0.354,3971.0,3010,6617,0.455,461,1350,0.341,1829,2400,0.762,895,2728,3623,1667,1333.0,550,324,508,1696,1958,8310,-304.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171,Overall,1610612758,Sacramento Kings,2015-16,82,33,49,0.402,3961.0,3283,7083,0.464,660,1839,0.359,1514,2089,0.725,868,2760,3628,2009,1326.0,733,368,437,1676,1800,8740,-203.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
172,Overall,1610612758,Sacramento Kings,2016-17,82,32,50,0.39,3976.0,3105,6734,0.461,737,1960,0.376,1483,1913,0.775,715,2652,3367,1844,1201.0,627,324,420,1667,1646,8430,-318.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
173,Overall,1610612758,Sacramento Kings,2017-18,82,27,55,0.329,3951.0,3179,7063,0.45,738,1967,0.375,1008,1371,0.735,776,2578,3354,1768,1125.0,643,340,389,1639,1422,8104,-573.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
174,Overall,1610612758,Sacramento Kings,2018-19,82,39,43,0.476,3946.0,3541,7637,0.464,927,2455,0.378,1354,1865,0.726,906,2819,3725,2083,1095.0,679,363,420,1751,1753,9363,-92.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175,Overall,1610612758,Sacramento Kings,2019-20,64,28,36,0.438,3102.0,2583,5622,0.459,808,2219,0.364,1001,1302,0.769,616,2104,2720,1497,922.0,488,271,278,1400,1238,6975,-123.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176,Overall,1610612759,San Antonio Spurs,2012-13,82,58,24,0.707,3976.0,3210,6675,0.481,663,1764,0.376,1365,1725,0.791,666,2721,3387,2058,1206.0,695,446,405,1427,1565,8448,525.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177,Overall,1610612759,San Antonio Spurs,2013-14,82,62,20,0.756,3951.0,3326,6844,0.486,698,1757,0.397,1289,1642,0.785,762,2786,3548,2064,1180.0,604,420,379,1495,1585,8639,633.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
178,Overall,1610612759,San Antonio Spurs,2014-15,82,55,27,0.671,3991.0,3208,6854,0.468,677,1847,0.367,1368,1754,0.78,806,2772,3578,2000,1146.0,657,444,362,1564,1613,8461,508.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
179,Overall,1610612759,San Antonio Spurs,2015-16,82,67,15,0.817,3941.0,3289,6797,0.484,570,1518,0.375,1342,1672,0.803,770,2831,3601,2010,1071.0,677,485,317,1433,1597,8490,872.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180,Overall,1610612759,San Antonio Spurs,2016-17,82,61,21,0.744,3961.0,3222,6864,0.469,753,1927,0.391,1440,1806,0.797,821,2777,3598,1954,1101.0,655,484,333,1498,1623,8637,590.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181,Overall,1610612759,San Antonio Spurs,2017-18,82,47,35,0.573,3946.0,3202,6999,0.457,696,1977,0.352,1324,1715,0.772,849,2777,3626,1868,1078.0,628,460,318,1408,1619,8424,237.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
182,Overall,1610612759,San Antonio Spurs,2018-19,82,48,34,0.585,3961.0,3468,7248,0.478,812,2071,0.392,1408,1720,0.819,757,2910,3667,2013,992.0,501,386,332,1487,1611,9156,138.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
183,Overall,1610612759,San Antonio Spurs,2019-20,63,27,36,0.429,3059.0,2649,5638,0.47,671,1809,0.371,1160,1434,0.809,555,2244,2799,1546,773.0,454,345,275,1212,1239,7129,-111.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184,Overall,1610612760,Oklahoma City Thunder,2012-13,82,60,22,0.732,3966.0,3126,6504,0.481,598,1588,0.377,1819,2196,0.828,854,2725,3579,1753,1253.0,679,624,322,1654,1698,8669,755.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185,Overall,1610612760,Oklahoma City Thunder,2013-14,82,59,23,0.72,3961.0,3194,6782,0.471,664,1839,0.361,1653,2052,0.806,887,2781,3668,1794,1256.0,678,501,296,1858,1672,8705,520.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186,Overall,1610612760,Oklahoma City Thunder,2014-15,82,45,37,0.549,3966.0,3184,7119,0.447,632,1864,0.339,1524,2020,0.754,1052,2844,3896,1681,1205.0,598,454,377,1829,1675,8524,179.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
187,Overall,1610612760,Oklahoma City Thunder,2015-16,82,55,27,0.671,3966.0,3372,7082,0.476,678,1945,0.349,1616,2067,0.782,1071,2916,3987,1883,1305.0,603,487,373,1691,1653,9038,597.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188,Overall,1610612760,Oklahoma City Thunder,2016-17,82,47,35,0.573,3961.0,3237,7169,0.452,692,2116,0.327,1575,2113,0.745,1002,2821,3823,1721,1230.0,648,408,450,1715,1697,8741,62.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
189,Overall,1610612760,Oklahoma City Thunder,2017-18,82,48,34,0.585,3966.0,3271,7221,0.453,881,2491,0.354,1421,1985,0.716,1024,2671,3695,1750,1147.0,743,412,377,1653,1750,8844,280.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190,Overall,1610612760,Oklahoma City Thunder,2018-19,82,49,33,0.598,3971.0,3497,7706,0.454,932,2677,0.348,1461,2049,0.713,1031,2911,3942,1917,1145.0,766,425,415,1839,1844,9387,279.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191,Overall,1610612760,Oklahoma City Thunder,2019-20,64,40,24,0.625,3092.0,2578,5447,0.473,666,1878,0.355,1267,1589,0.797,517,2213,2730,1400,861.0,487,321,262,1205,1462,7089,157.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
192,Overall,1610612761,Toronto Raptors,2012-13,82,34,48,0.415,3996.0,2979,6685,0.446,571,1665,0.343,1442,1831,0.788,871,2426,3297,1765,1124.0,595,392,387,1836,1650,7971,-121.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
193,Overall,1610612761,Toronto Raptors,2013-14,82,48,34,0.585,3991.0,2992,6718,0.445,713,1917,0.372,1608,2055,0.782,935,2552,3487,1737,1159.0,577,343,352,1882,1815,8305,266.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
194,Overall,1610612761,Toronto Raptors,2014-15,82,49,33,0.598,3971.0,3108,6829,0.455,726,2060,0.352,1585,2014,0.787,881,2526,3407,1701,1057.0,615,357,413,1712,1668,8527,252.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
195,Overall,1610612761,Toronto Raptors,2015-16,82,56,26,0.683,3956.0,3006,6669,0.451,708,1915,0.37,1702,2190,0.777,836,2724,3560,1536,1073.0,636,449,442,1610,1801,8422,369.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
196,Overall,1610612761,Toronto Raptors,2016-17,82,51,31,0.622,3956.0,3211,6918,0.464,725,1996,0.363,1615,2028,0.796,871,2676,3547,1517,1041.0,677,400,392,1708,1666,8762,345.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
197,Overall,1610612761,Toronto Raptors,2017-18,82,59,23,0.72,3966.0,3383,7169,0.472,968,2705,0.358,1422,1790,0.794,800,2807,3607,1995,1095.0,626,500,401,1783,1633,9156,638.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198,Overall,1610612761,Toronto Raptors,2018-19,82,58,24,0.707,3976.0,3460,7305,0.474,1015,2771,0.366,1449,1803,0.804,786,2920,3706,2085,1150.0,680,437,368,1724,1683,9384,499.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199,Overall,1610612761,Toronto Raptors,2019-20,64,46,18,0.719,3092.0,2596,5665,0.458,880,2369,0.371,1159,1448,0.8,618,2275,2893,1624,924.0,565,316,339,1376,1277,7231,413.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,Overall,1610612762,Utah Jazz,2012-13,82,43,39,0.524,3976.0,3046,6710,0.454,507,1385,0.366,1439,1883,0.764,989,2457,3446,1859,1210.0,690,515,480,1750,1670,8038,-7.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
201,Overall,1610612762,Utah Jazz,2013-14,82,25,57,0.305,3956.0,2951,6652,0.444,543,1577,0.344,1346,1803,0.747,904,2477,3381,1664,1200.0,570,366,401,1699,1673,7791,-588.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
202,Overall,1610612762,Utah Jazz,2014-15,82,38,44,0.463,3941.0,2900,6492,0.447,610,1781,0.343,1391,1929,0.721,988,2617,3605,1632,1256.0,623,489,382,1583,1604,7801,18.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
203,Overall,1610612762,Utah Jazz,2015-16,82,40,42,0.488,3991.0,2957,6593,0.449,694,1956,0.355,1402,1885,0.744,880,2665,3545,1554,1224.0,631,425,385,1655,1629,8010,147.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
204,Overall,1610612762,Utah Jazz,2016-17,82,51,31,0.622,3951.0,3033,6515,0.466,791,2128,0.372,1401,1875,0.747,771,2774,3545,1651,1118.0,550,410,312,1545,1655,8258,323.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
205,Overall,1610612762,Utah Jazz,2017-18,82,48,34,0.585,3951.0,3139,6797,0.462,887,2425,0.366,1375,1766,0.779,740,2807,3547,1839,1205.0,708,420,380,1608,1683,8540,353.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
206,Overall,1610612762,Utah Jazz,2018-19,82,50,32,0.61,3951.0,3314,7082,0.468,993,2789,0.356,1540,2092,0.736,820,2981,3801,2133,1240.0,663,483,376,1728,1835,9161,431.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
207,Overall,1610612762,Utah Jazz,2019-20,64,41,23,0.641,3077.0,2569,5413,0.475,843,2200,0.383,1125,1457,0.772,566,2320,2886,1419,954.0,377,256,292,1281,1318,7106,203.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
208,Overall,1610612763,Memphis Grizzlies,2012-13,82,56,26,0.683,3961.0,2964,6679,0.444,382,1107,0.345,1349,1746,0.773,1059,2445,3504,1715,1144.0,703,436,450,1660,1643,7659,340.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
209,Overall,1610612763,Memphis Grizzlies,2013-14,82,50,32,0.61,3961.0,3122,6723,0.464,405,1147,0.353,1235,1666,0.741,950,2526,3476,1792,1124.0,631,375,410,1568,1553,7884,129.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210,Overall,1610612763,Memphis Grizzlies,2014-15,82,55,27,0.671,3981.0,3097,6763,0.458,423,1246,0.339,1445,1869,0.773,856,2634,3490,1777,1094.0,700,347,424,1567,1662,8062,266.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
211,Overall,1610612763,Memphis Grizzlies,2015-16,82,42,40,0.512,3966.0,3019,6859,0.44,504,1521,0.331,1584,2024,0.783,916,2497,3413,1697,1090.0,724,350,469,1783,1732,8126,-184.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,Overall,1610612763,Memphis Grizzlies,2016-17,82,43,39,0.524,3981.0,2984,6854,0.435,767,2169,0.354,1504,1918,0.784,886,2621,3507,1744,1059.0,653,344,410,1840,1708,8239,40.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,Overall,1610612763,Memphis Grizzlies,2017-18,82,22,60,0.268,3941.0,3013,6788,0.444,758,2152,0.352,1361,1732,0.786,779,2544,3323,1767,1227.0,613,396,421,1900,1674,8145,-509.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214,Overall,1610612763,Memphis Grizzlies,2018-19,82,33,49,0.402,3976.0,3113,6924,0.45,811,2368,0.342,1453,1882,0.772,723,2703,3426,1963,1147.0,684,448,402,1801,1758,8490,-213.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,Overall,1610612763,Memphis Grizzlies,2019-20,65,32,33,0.492,3125.0,2779,5913,0.47,710,2019,0.352,1053,1384,0.761,679,2357,3036,1757,992.0,520,363,347,1354,1283,7321,-70.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,Overall,1610612764,Washington Wizards,2012-13,82,29,53,0.354,3971.0,2910,6693,0.435,545,1495,0.365,1279,1746,0.733,887,2652,3539,1775,1238.0,598,376,358,1681,1569,7644,-208.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217,Overall,1610612764,Washington Wizards,2013-14,82,44,38,0.537,4011.0,3177,6920,0.459,647,1704,0.38,1253,1715,0.731,886,2573,3459,1909,1204.0,668,377,320,1675,1600,8254,104.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,Overall,1610612764,Washington Wizards,2014-15,82,46,36,0.561,3991.0,3139,6790,0.462,497,1381,0.36,1305,1758,0.742,862,2801,3663,1969,1233.0,601,378,350,1707,1610,8080,59.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219,Overall,1610612764,Washington Wizards,2015-16,82,41,41,0.5,3951.0,3238,7033,0.46,709,1983,0.358,1349,1849,0.73,743,2688,3431,2005,1186.0,708,323,356,1708,1651,8534,-41.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220,Overall,1610612764,Washington Wizards,2016-17,82,49,33,0.598,3971.0,3388,7137,0.475,756,2030,0.372,1421,1812,0.784,843,2671,3514,1956,1162.0,693,336,377,1745,1621,8953,148.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221,Overall,1610612764,Washington Wizards,2017-18,82,43,39,0.524,3971.0,3275,7018,0.467,814,2173,0.375,1378,1786,0.772,823,2713,3536,2065,1196.0,645,353,383,1746,1639,8742,48.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,Overall,1610612764,Washington Wizards,2018-19,82,32,50,0.39,3986.0,3456,7387,0.468,930,2731,0.341,1508,1963,0.768,794,2679,3473,2154,1154.0,683,379,378,1701,1741,9350,-238.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223,Overall,1610612764,Washington Wizards,2019-20,64,24,40,0.375,3087.0,2682,5821,0.461,788,2117,0.372,1247,1584,0.787,644,2024,2668,1621,900.0,519,273,323,1445,1435,7399,-259.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224,Overall,1610612765,Detroit Pistons,2012-13,82,29,53,0.354,3961.0,2979,6638,0.449,513,1440,0.356,1307,1870,0.699,991,2463,3454,1742,1241.0,574,400,472,1623,1630,7778,-327.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,Overall,1610612765,Detroit Pistons,2013-14,82,29,53,0.354,3956.0,3182,7124,0.447,507,1580,0.321,1415,2111,0.67,1196,2525,3721,1714,1193.0,687,395,403,1666,1699,8286,-300.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226,Overall,1610612765,Detroit Pistons,2014-15,82,32,50,0.39,3966.0,3041,7038,0.432,703,2043,0.344,1292,1838,0.703,1051,2630,3681,1771,1099.0,623,383,391,1559,1584,8077,-82.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227,Overall,1610612765,Detroit Pistons,2015-16,82,44,38,0.537,3976.0,3111,7087,0.439,740,2148,0.345,1399,2095,0.668,1021,2777,3798,1594,1110.0,573,304,366,1557,1773,8361,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228,Overall,1610612765,Detroit Pistons,2016-17,82,37,45,0.451,3961.0,3269,7282,0.449,631,1915,0.33,1140,1586,0.719,908,2838,3746,1732,973.0,574,310,339,1467,1434,8309,-92.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,Overall,1610612765,Detroit Pistons,2017-18,82,39,43,0.476,3961.0,3208,7129,0.45,886,2373,0.373,1207,1621,0.745,830,2756,3586,1868,1102.0,628,317,398,1508,1511,8509,-12.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,Overall,1610612765,Detroit Pistons,2018-19,82,41,41,0.5,3971.0,3185,7238,0.44,993,2854,0.348,1415,1893,0.747,936,2752,3688,1845,1135.0,569,331,419,1811,1748,8778,-20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231,Overall,1610612765,Detroit Pistons,2019-20,66,20,46,0.303,3193.0,2595,5658,0.459,791,2157,0.367,1097,1476,0.743,644,2109,2753,1589,1008.0,490,299,369,1299,1308,7078,-235.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,Overall,1610612766,Charlotte Bobcats,2012-13,82,21,61,0.256,3961.0,2823,6649,0.425,469,1399,0.335,1546,2060,0.75,917,2389,3306,1587,1153.0,591,479,565,1561,1746,7661,-757.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233,Overall,1610612766,Charlotte Bobcats,2013-14,82,43,39,0.524,3981.0,2976,6730,0.442,516,1471,0.351,1474,2000,0.737,776,2724,3500,1778,1010.0,499,421,415,1493,1716,7942,-18.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,Overall,1610612766,Charlotte Hornets,2014-15,82,33,49,0.402,3981.0,2913,6932,0.42,498,1566,0.318,1397,1867,0.748,820,2793,3613,1654,976.0,499,448,440,1494,1708,7721,-260.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,Overall,1610612766,Charlotte Hornets,2015-16,82,48,34,0.585,3971.0,3036,6922,0.439,873,2410,0.362,1534,1941,0.79,734,2869,3603,1778,1029.0,595,438,448,1487,1670,8479,223.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236,Overall,1610612766,Charlotte Hornets,2016-17,82,36,46,0.439,3966.0,3093,7000,0.442,824,2347,0.351,1591,1953,0.815,721,2853,3574,1891,942.0,571,390,450,1360,1631,8601,16.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237,Overall,1610612766,Charlotte Hornets,2017-18,82,36,46,0.439,3956.0,3197,7106,0.45,824,2233,0.369,1656,2216,0.747,827,2901,3728,1770,1041.0,559,373,404,1409,1839,8874,21.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238,Overall,1610612766,Charlotte Hornets,2018-19,82,39,43,0.476,3966.0,3297,7362,0.448,977,2783,0.351,1510,1895,0.797,814,2778,3592,1905,1001.0,591,405,492,1550,1686,9081,-90.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
239,Overall,1610612766,Charlotte Hornets,2019-20,65,23,42,0.354,3150.0,2425,5586,0.434,785,2231,0.352,1052,1406,0.748,715,2066,2781,1549,949.0,428,268,328,1223,1337,6687,-439.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
